iter	Logloss
232	0.3272390342
233	0.3269978683
234	0.326793299
235	0.3266605432
236	0.3264145514
237	0.3262179462
238	0.3260079724
239	0.3256704039
240	0.3255231471
241	0.3253615788
242	0.3250800078
243	0.324851567
244	0.3246425215
245	0.3243415508
246	0.3242570965
247	0.3240653547
248	0.3239793502
249	0.3237339941
250	0.3235828516
251	0.3233959176
252	0.3231942211
253	0.3230579641
254	0.322909182
255	0.3226603407
256	0.3225249207
257	0.3223982793
258	0.3221400272
259	0.322011048
260	0.3218259433
261	0.3216420889
262	0.3214970169
263	0.3212626379
264	0.3211278744
265	0.3208686182
266	0.3206912328
267	0.320470498
268	0.3202533153
269	0.3200867506
270	0.3199254905
271	0.3195896296
272	0.319371313
273	0.3191940398
274	0.318978492
275	0.3187886848
276	0.3186287899
277	0.3184613998
278	0.3183234189
279	0.3182073429
280	0.3179548518
281	0.3178057812
282	0.3176641446
283	0.3174296857
284	0.3172707913
285	0.3171594549
286	0.3169888632
287	0.3167641137
288	0.3165464498
289	0.3164187048
290	0.3162856426
291	0.3161780769
292	0.3160474432
293	0.3158690803
294	0.3156691278
295	0.3154825592
296	0.3153540105
297	0.3152062887
298	0.315045882
299	0.3147655265
300	0.3144955148
301	0.3143961845
302	0.3141168869
303	0.314001199
304	0.3137496078
305	0.3136853978
306	0.3135649837
307	0.3132878226
308	0.3130874311
309	0.3128863664
310	0.3126851922
311	0.3124573675
312	0.3123264233
313	0.3120359124
314	0.3118954129
315	0.3116874744
316	0.3113903318
317	0.3112475571
318	0.3110622266
319	0.3108860931
320	0.3107416132
321	0.310609669
322	0.3103958036
323	0.3102276666
324	0.3101372669
325	0.3099984997
326	0.3098254003
327	0.3096880579
328	0.3095275571
329	0.3092719151
330	0.3091608281
331	0.3089965349
332	0.3087990097
333	0.3086580699
334	0.3084075026
335	0.3082802753
336	0.3081261133
337	0.3079698
338	0.3078235015
339	0.3076385154
340	0.307490628
341	0.3073211315
342	0.3071977289
343	0.3070701597
344	0.3069106886
345	0.3068137842
346	0.3066928747
347	0.3065419989
348	0.3064024465
349	0.3062909846
350	0.3061569792
351	0.3060197216
352	0.305806279
353	0.3055979172
354	0.3054079095
355	0.3052191827
356	0.3050168273
357	0.3048421523
358	0.3046375082
359	0.3045065469
360	0.3044323032
361	0.3042637322
362	0.3040954512
363	0.3040172265
364	0.3039246455
365	0.3037870336
366	0.3036749916
367	0.303480047
368	0.3033390812
369	0.3032008657
370	0.303018172
371	0.3028382639
372	0.3026609025
373	0.3024832314
374	0.3023327938
375	0.3022763811
376	0.3021503804
377	0.3019851062
378	0.3018834616
379	0.3016895299
380	0.3015132193
381	0.3013656961
382	0.3012034409
383	0.3010293914
384	0.3008767301
385	0.3007460515
386	0.3006031725
387	0.3004930791
388	0.300349692
389	0.3002158388
390	0.300080097
391	0.299948462
392	0.2998010934
393	0.2996190542
394	0.2993986854
395	0.2992329397
396	0.2990528322
397	0.2988717157
398	0.2986907731
399	0.2985344552
400	0.2984036541
401	0.298278918
402	0.2981219068
403	0.2979967142
404	0.2977654595
405	0.2976464826
406	0.2975340319
407	0.2973731351
408	0.2972283453
409	0.2970111379
410	0.2968503862
411	0.2967260262
412	0.2965773008
413	0.2963606737
414	0.2962474822
415	0.2961045832
416	0.2959502362
417	0.2957972375
418	0.2956478876
419	0.2953596678
420	0.2950884131
421	0.29492885
422	0.2947272542
423	0.2946161233
424	0.2944981309
425	0.2943300585
426	0.294097536
427	0.2938761188
428	0.2937790373
429	0.2936706037
430	0.2935223745
431	0.29329759
432	0.2931835725
433	0.292889379
434	0.2927763138
435	0.2925557152
436	0.2924057939
437	0.2922687244
438	0.2921040432
439	0.2919972573
440	0.2918557804
441	0.2916922704
442	0.2915298753
443	0.2914103825
444	0.2913366584
445	0.2911595904
446	0.291062862
447	0.2909683636
448	0.2908446846
449	0.29073633
450	0.2906554521
451	0.2905054958
452	0.2904015853
453	0.2902517207
454	0.2901677286
455	0.290014766
456	0.2898748893
457	0.2896808351
458	0.2895989371
459	0.2894588387
460	0.2893667162
461	0.289043101
462	0.288864902
463	0.2886984861
464	0.2884918874
465	0.2883840068
466	0.2882977883
467	0.2881853464
468	0.2880462157
469	0.2879446117
470	0.2877897653
471	0.2876746148
472	0.2875240572
473	0.2874500376
474	0.2872857972
475	0.2871366
476	0.2870165935
477	0.286893322
478	0.2866044894
479	0.2864673521
480	0.2863238975
481	0.2861534923
482	0.286073391
483	0.2859553372
484	0.2857826744
485	0.2856715883
486	0.2855318381
487	0.2854562045
488	0.2853206255
489	0.2852231437
490	0.2849661422
491	0.2848145049
492	0.2846110881
493	0.2844748228
494	0.2843648361
495	0.2841722877
496	0.2840141354
497	0.2839215001
498	0.2837806962
499	0.2835879027
500	0.2834509679
501	0.2833430858
502	0.2832284087
503	0.2831555204
504	0.2830402184
505	0.2829087454
506	0.2828093996
507	0.2827196393
508	0.282560688
509	0.2824001548
510	0.2822490346
511	0.2821107918
512	0.2819736614
513	0.2817828442
514	0.2816927912
515	0.2814937346
516	0.281414609
517	0.2812904989
518	0.2811692072
519	0.2810865301
520	0.2809955796
521	0.2807990961
522	0.2806956285
523	0.2805229647
524	0.2803956556
525	0.2802718382
526	0.2801698841
527	0.2800810568
528	0.2799939763
529	0.2799136678
530	0.279854461
531	0.2797448918
532	0.2796181541
533	0.2795390925
534	0.2793344211
535	0.2792208256
536	0.2790646184
537	0.2788873323
538	0.2788197896
539	0.2787386918
540	0.2786770884
541	0.2785952747
542	0.2784901957
543	0.2783372974
544	0.2781510924
545	0.2779176158
546	0.277692105
547	0.2776196635
548	0.2775052272
549	0.2774349053
550	0.2773653469
551	0.277314363
552	0.2772226434
553	0.2770875466
554	0.2768901513
555	0.2766731807
556	0.2765878766
557	0.2765291069
558	0.2763865147
559	0.2762594105
560	0.2761010601
561	0.2759324009
562	0.2757770107
563	0.275586858
564	0.2755047372
565	0.2753130799
566	0.2752592038
567	0.2750632951
568	0.2749427422
569	0.2748243868
570	0.2747283494
571	0.2746760717
572	0.274580144
573	0.2745130457
574	0.2744091947
575	0.2743235803
576	0.2741455072
577	0.2740313305
578	0.2738889852
579	0.2737849619
580	0.2736694529
581	0.2735413234
582	0.273405008
583	0.2733030727
584	0.2731524904
585	0.272954194
586	0.2727750897
587	0.2726075943
588	0.2724936611
589	0.272431547
590	0.2723783916
591	0.272298064
592	0.2721897838
593	0.2721276201
594	0.2720291967
595	0.2719725221
596	0.2719133993
597	0.2718520136
598	0.2717727069
599	0.2715626099
600	0.2714109549
601	0.271289696
602	0.2711994999
603	0.2710494817
604	0.2709600971
605	0.2708665572
606	0.2707702829
607	0.270681317
608	0.2705201073
609	0.2704297754
610	0.2703042898
611	0.2701892505
612	0.2700845715
613	0.2699200682
614	0.2698118549
615	0.2696937767
616	0.2696295696
617	0.2694753234
618	0.269395241
619	0.2693173655
620	0.2691851015
621	0.269120153
622	0.2690373666
623	0.2688999695
624	0.2687330208
625	0.2686093302
626	0.268562526
627	0.2684113119
628	0.2682533569
629	0.2681703186
630	0.2680516244
631	0.2679499642
632	0.2678222462
633	0.2677075449
634	0.2675942432
635	0.2674799614
636	0.2673985125
637	0.2673423538
638	0.2672351011
639	0.267076914
640	0.26700886
641	0.2668943468
642	0.2667857221
643	0.2667062526
644	0.2665733434
645	0.2664021204
646	0.2663026133
647	0.2661863712
648	0.2660491134
649	0.2659786156
650	0.2658809733
651	0.265786919
652	0.2656912082
653	0.2655794063
654	0.2654585701
655	0.2653718208
656	0.265219096
657	0.265112014
658	0.2649607062
659	0.2648346873
660	0.264704361
661	0.2646382476
662	0.2645579768
663	0.2644635397
664	0.2643816298
665	0.2643065457
666	0.2641621772
667	0.2640832645
668	0.2639966885
669	0.2638794164
670	0.2638314929
671	0.2637345495
672	0.2636544392
673	0.2635466837
674	0.2634916718
675	0.2634251526
676	0.2633634391
677	0.2632858397
678	0.2631805428
679	0.2629993385
680	0.2629284007
681	0.2628002498
682	0.2627376318
683	0.2626549477
684	0.2625651257
685	0.2624251925
686	0.2623676891
687	0.2623253707
688	0.2621865082
689	0.2620879031
690	0.2620373737
691	0.2619616193
692	0.2618204254
693	0.2617047487
694	0.2615555757
695	0.2614924484
696	0.2614484232
697	0.2614135494
698	0.2612983737
699	0.2611665228
700	0.2610840831
701	0.2609133169
702	0.2608560712
703	0.2607779776
704	0.2607332605
705	0.2605895639
706	0.2605336101
707	0.2604764496
708	0.2603361761
709	0.260240402
710	0.2600984914
711	0.2599913971
712	0.2598658669
713	0.259759012
714	0.2597201411
715	0.2596100319
716	0.2595700014
717	0.2594967746
718	0.2594128578
719	0.2593112604
720	0.2592090772
721	0.259053836
722	0.2589532994
723	0.2588514916
724	0.258777529
725	0.25867473
726	0.2584915332
727	0.258356868
728	0.2582303842
729	0.2580757167
730	0.2579652968
731	0.2578099095
732	0.2576946863
733	0.2575935445
734	0.2574731815
735	0.2573688603
736	0.2572218463
737	0.2571399387
738	0.2570593566
739	0.2570122101
740	0.2568731693
741	0.256805724
742	0.2566952539
743	0.2565980833
744	0.2565411796
745	0.2564605821
746	0.2563483042
747	0.2562531441
748	0.2561272464
749	0.2559573851
750	0.2558361289
751	0.2557378457
752	0.2556803214
753	0.2555427792
754	0.2554023494
755	0.2552607659
756	0.2551698909
757	0.2550669297
758	0.2549722076
759	0.2548788612
760	0.2548225948
761	0.2547647512
762	0.2546914125
763	0.2545888684
764	0.2544566346
765	0.2543752407
766	0.2542925878
767	0.2541950701
768	0.2541351069
769	0.2540764927
770	0.2539745689
771	0.2538775612
772	0.2538105895
773	0.2537190893
774	0.2536169601
775	0.2535193393
776	0.2534170211
777	0.2533494546
778	0.2532980084
779	0.2532253391
780	0.2531117924
781	0.2530205728
782	0.2528162258
783	0.2527324456
784	0.252625297
785	0.2525471303
786	0.2525152674
787	0.252411612
788	0.2523075951
789	0.2522776399
790	0.2520981973
791	0.251971576
792	0.2518744579
793	0.2517816994
794	0.2516679867
795	0.2515617169
796	0.2514618655
797	0.2513526562
798	0.2512875813
799	0.2511979738
800	0.251096499
801	0.2510619415
802	0.2509836676
803	0.2509483482
804	0.2508595778
805	0.2506971404
806	0.2505749324
807	0.2504618366
808	0.2504086821
809	0.2503170741
810	0.2502394059
811	0.2501457487
812	0.2500963727
813	0.2499800632
814	0.2498914279
815	0.2498138542
816	0.2496410059
817	0.2494645761
818	0.2493367226
819	0.249263814
820	0.2492100299
821	0.2490711938
822	0.2490208373
823	0.2489506726
824	0.2488761732
825	0.2487816057
826	0.2486952925
827	0.2486183088
828	0.2485679149
829	0.248472597
830	0.2483975819
831	0.2483045606
832	0.2482526959
833	0.2481618359
834	0.2480168535
835	0.2479142563
836	0.2477870056
837	0.2477177412
838	0.2476602196
839	0.2475626058
840	0.247441652
841	0.2473408492
842	0.2472932374
843	0.2472431168
844	0.2471860562
845	0.2470901558
846	0.2470244927
847	0.2469783976
848	0.2468885655
849	0.2468101739
850	0.2467781884
851	0.2466435671
852	0.2465493934
853	0.2464303518
854	0.246339152
855	0.2462571741
856	0.2461915121
857	0.2460662197
858	0.2459229551
859	0.2458779079
860	0.2458176087
861	0.2457646089
862	0.2456265684
863	0.2455681004
864	0.2454706172
865	0.2454176446
866	0.2453313578
867	0.2452210569
868	0.2451768262
869	0.2450932903
870	0.2450080269
871	0.2449244665
872	0.2447715392
873	0.2447120436
874	0.2446033616
875	0.2444953364
876	0.244422468
877	0.2443324582
878	0.2442280225
879	0.2441304649
880	0.2440613293
881	0.2439711833
882	0.2439396792
883	0.243862126
884	0.2437426315
885	0.2436463309
886	0.2435495455
887	0.2434500301
888	0.2433763081
889	0.2432603878
890	0.2432044885
891	0.2431697046
892	0.2430915602
893	0.2429961704
894	0.2428761254
895	0.2427754559
896	0.2426900323
897	0.2425614439
898	0.2423813912
899	0.242262809
900	0.2421098087
901	0.2419995082
902	0.2419575935
903	0.2418792824
904	0.2417229047
905	0.2416635182
906	0.2415851988
907	0.2414748142
908	0.2413836469
909	0.2412876813
910	0.2411999358
911	0.241151582
912	0.2410630835
913	0.2409589337
914	0.2407950897
915	0.2407152486
916	0.2406633312
917	0.2405955607
918	0.2404940248
919	0.2404533586
920	0.2403424617
921	0.2402599976
922	0.2401730632
923	0.2400889686
924	0.2399834028
925	0.2398923211
926	0.2398422986
927	0.2397871922
928	0.2397024137
929	0.23965245
930	0.2395816993
931	0.2394651368
932	0.2393891882
933	0.2392903416
934	0.2392635948
935	0.239217643
936	0.2391620964
937	0.2390997511
938	0.2390055833
939	0.238877954
940	0.2388020275
941	0.2387305478
942	0.2385690489
943	0.2384922038
944	0.2383306641
945	0.2382778646
946	0.238228751
947	0.2381815958
948	0.2380535336
949	0.2380090532
950	0.2379337956
951	0.2378895054
952	0.2378054158
953	0.2377827182
954	0.2377118881
955	0.2376062789
956	0.2375816821
957	0.237509904
958	0.2374677821
959	0.237348296
960	0.237214018
961	0.2371119298
962	0.2370102749
963	0.2369289582
964	0.2368312701
965	0.2367785888
966	0.2366849823
967	0.2366194425
968	0.2365596208
969	0.2364895248
970	0.2364003103
971	0.236374873
972	0.2363187766
973	0.2362552762
974	0.2361770937
975	0.2361178417
976	0.2360996634
977	0.2360494239
978	0.235934142
979	0.2358554594
980	0.2358265464
981	0.235770055
982	0.2357258785
983	0.2356533921
984	0.2356086859
985	0.2355540289
986	0.2355138387
987	0.2354497868
988	0.2353646185
989	0.2353126156
990	0.2352663268
991	0.2352299891
992	0.2351135848
993	0.2350878039
994	0.234997828
995	0.2349618526
996	0.2349114113
997	0.2348097055
998	0.2347423607
999	0.2346454589
